GC	start	end	Chromosome	type	Entrezgene
51.88	78598362	78603552	13	protein_coding	5457
44.13	23979805	24307074	13	protein_coding	221178
41.37	9475009	9538114	18	protein_coding	10928
60.46	43623	51348	HG2246_HG2248_HG2276_PATCH	protein_coding	317781
63.76	51486	59502	HG2246_HG2248_HG2276_PATCH	protein_coding	79050
63.26	93764	96724	HG2246_HG2248_HG2276_PATCH	lncRNA	100996246
54.46	236210	237935	HG2246_HG2248_HG2276_PATCH	lncRNA	101928416
58.49	103401	235949	HG2246_HG2248_HG2276_PATCH	protein_coding	50614
35.21	26016253	26091217	18	protein_coding	6760
46.47	36460621	36576569	21	protein_coding	23562
43.23	33903453	33915814	21	protein_coding	539
37.72	39038306	39050109	13	protein_coding	387921
46.47	38974429	38977774	21	lncRNA	101928435
37.04	17901263	18267373	21	protein_coding	140578
35.33	58165827	58209483	13	lncRNA	101926897
40.05	53028813	53052057	13	protein_coding	10562
49.77	57140918	57143939	13	protein_coding	122183
40.27	97953658	98024296	13	protein_coding	3843
43.00	34157724	34190244	21	lncRNA	114036
45.92	103030	472459	HG2263_PATCH	protein_coding	64131
47.22	135765	139997	HG2263_PATCH	lncRNA	102723692
39.89	28013363	28023233	21	lncRNA	246705
50.95	5572	10882	HG2247_PATCH	lncRNA	100506691
45.16	46598604	46605208	21	protein_coding	6285
50.10	21012	85373	HG2247_PATCH	protein_coding	22877
39.61	29194071	29630751	21	protein_coding	100379661
39.61	29194071	29630751	21	protein_coding	571
38.21	26393635	26569252	21	lncRNA	100996571
47.32	38857539	38858861	21	lncRNA	101928398
39.64	7048891	7087229	21	lncRNA	102724843
34.65	14582202	14598303	21	lncRNA	100874190
41.57	38733890	38747460	21	lncRNA	400866
50.49	6954677	6957419	18	lncRNA	101927188
46.16	38805183	38824955	21	protein_coding	2114
43.57	3435	65394	HG2265_PATCH	protein_coding	5121
40.93	150307	986812	HG2265_PATCH	protein_coding	1826
45.49	8360820	8367034	18	lncRNA	100192426
39.38	35951803	35966118	18	lncRNA	105372066
33.75	352006	352085	HG2265_PATCH	miRNA	100616148
42.84	522737	525012	HG2265_PATCH	lncRNA	100506492
37.33	9136228	9285985	18	protein_coding	23253
40.53	755032	770421	HG2265_PATCH	lncRNA	100874326
41.75	124145	138052	HG2251_PATCH	lncRNA	388574
40.58	46173553	46266992	18	protein_coding	147339
36.99	74288070	74408810	13	lncRNA	105370259
41.07	38155549	38307357	21	protein_coding	3772
39.35	50375040	50394168	18	protein_coding	220134
35.91	59665583	60163928	13	protein_coding	81624
49.69	339029	342620	HG2267_PATCH	lncRNA	100287015
50.84	7165	11141	HG2264_PATCH	protein_coding	132112
42.42	178064	181755	HG2264_PATCH	protein_coding	64108
47.13	6769	17308	HG2264_PATCH	lncRNA	101929106
41.70	100951	107612	HG2264_PATCH	lncRNA	101929130
45.03	26961	101659	HG2264_PATCH	protein_coding	5648
38.63	35984387	36067576	18	protein_coding	55197
41.59	33589341	33643926	21	protein_coding	9946
35.68	42743227	43115691	18	protein_coding	6014
38.15	22413599	22417915	18	protein_coding	64693
42.42	24460637	24479961	18	protein_coding	59340
37.83	22798261	23026488	18	protein_coding	5932
38.62	28872191	28885371	21	protein_coding	29104
39.81	259882	645636	HG2280_PATCH	protein_coding	57188
37.95	14483	48044	HG2266_PATCH	protein_coding	26959
40.80	53022	224537	HG2280_PATCH	protein_coding	6457
37.10	47077	410169	HG2266_PATCH	protein_coding	10466
48.03	1092832	1119642	HG2280_PATCH	protein_coding	54993
37.29	13516107	13574999	21	lncRNA	102724188
30.77	315665	321332	HG2266_PATCH	protein_coding	2845
37.87	409139	424178	HG2266_PATCH	protein_coding	11062
38.46	26917922	26967088	21	protein_coding	11096
48.66	1131131	1146189	HG2280_PATCH	protein_coding	84942
36.13	426428	464015	HG2266_PATCH	protein_coding	55973
83.89	8986999	8987178	21	miRNA	103504731
83.70	8249505	8249596	21	miRNA	103504727
56.33	1146975	1150409	HG2280_PATCH	protein_coding	4828
83.70	8388362	8388453	21	miRNA	103504739
57.52	8395607	8395759	21	rRNA	109910381
83.70	8432530	8432621	21	miRNA	103504733
57.52	8439823	8439975	21	rRNA	106632260
83.70	8205315	8205406	21	miRNA	102465433
83.89	8208473	8208652	21	miRNA	100500862
53.89	1001772	1008631	HG2280_PATCH	transcribed_unprocessed_pseudogene	100133220
53.89	1001772	1008631	HG2280_PATCH	transcribed_unprocessed_pseudogene	642402
57.52	8212572	8212724	21	rRNA	109864281
32.89	13644775	13644850	21	miRNA	100423008
55.19	16590751	16592810	22	protein_coding	150160
42.86	13406384	13406460	21	miRNA	100423018
39.15	1019042	1063062	HG2280_PATCH	lncRNA	388165
40.00	25573980	25574044	21	miRNA	406947
34.86	23079284	23079392	21	miRNA	102466967
31.33	26953961	26954043	21	miRNA	100616243
33.33	18686090	18686164	21	miRNA	100422920
40.01	6511416	6590653	18	lncRNA	100130480
44.24	1062495	1072021	HG2280_PATCH	lncRNA	100506874
55.88	32377187	32377322	21	snoRNA	677846
44.32	6256747	6260934	18	lncRNA	101927150
47.95	41885112	41954018	21	protein_coding	25966
37.96	55881688	55998219	18	lncRNA	101927273
41.64	23992773	24135610	18	protein_coding	125488
33.32	57631744	57729311	13	protein_coding	27253
38.81	27066156	27171811	13	protein_coding	219333
45.75	50560087	50731826	18	protein_coding	5596
42.80	41986831	42010387	21	protein_coding	49854
38.67	41061509	41084006	13	protein_coding	11193
55.23	42102134	42108534	21	lncRNA	150147
49.03	46326809	46463140	18	protein_coding	494470
50.20	42009194	42055130	21	lncRNA	150142
50.50	20495913	20587632	22	protein_coding	51586
43.92	34723807	34737204	21	lncRNA	54064
33.40	88626853	88630397	13	lncRNA	100861553
39.42	36674020	36697839	13	protein_coding	400120
37.23	35720715	35720808	21	miRNA	768219
42.49	74412957	74419115	13	lncRNA	100288208
43.47	36069642	36126640	21	lncRNA	100133286
48.23	48252301	48252837	18	TEC	84322
50.62	36069941	36073166	21	protein_coding	873
47.44	29509414	29595688	13	protein_coding	6541
41.31	57352557	57371731	18	protein_coding	51046
42.43	61808067	61894247	18	protein_coding	220441
48.40	36135079	36146562	21	protein_coding	874
39.73	54901509	54959461	18	protein_coding	80323
44.52	98683801	98752672	13	protein_coding	6564
41.54	34787801	36004667	21	protein_coding	100506403
41.54	34787801	36004667	21	protein_coding	861
39.30	682364	921979	HG2275_PATCH	protein_coding	23505
48.77	58281	69580	HG2275_PATCH	protein_coding	151313
37.52	47808957	47931146	18	protein_coding	4087
36.00	87851	239219	HG2275_PATCH	protein_coding	375248
46.51	32412006	32515397	21	protein_coding	59271
50.22	572093	574414	HG2275_PATCH	protein_coding	1329
58.52	581970	590075	HG2275_PATCH	protein_coding	10120
45.08	590248	629097	HG2275_PATCH	protein_coding	728537
40.21	42339188	42485956	13	lncRNA	105370177
35.77	418694	515908	HG2275_PATCH	protein_coding	57730
42.00	40555667	40666641	13	protein_coding	2308
47.33	32592079	32612603	21	protein_coding	56683
37.20	74419158	74444735	13	lncRNA	100874151
55.11	639607	665893	HG2275_PATCH	protein_coding	7535
37.74	54717860	54895516	18	protein_coding	5874
39.14	45464898	45536701	13	protein_coding	83548
38.58	56597209	56651600	18	protein_coding	9352
46.17	32402511	32612865	21	protein_coding	110091775
39.95	193957	230684	HG2291_PATCH	lncRNA	26080
40.02	46553168	46753040	13	protein_coding	23143
50.34	48539031	48863217	18	protein_coding	9811
53.16	30239194	30240538	22	lncRNA	110806283
45.39	32497967	32587373	21	protein_coding	140290
60.33	30262829	30266851	22	protein_coding	5008
41.59	34418715	34423951	21	protein_coding	388820
38.09	64041555	64423601	18	lncRNA	284294
37.73	17593653	17612945	21	protein_coding	10950
37.33	37481467	37484769	13	lncRNA	103695431
36.96	77599755	77606551	13	lncRNA	104355296
44.40	31399604	31530634	22	protein_coding	4733
37.38	79804418	79805685	13	lncRNA	102724076
38.43	49247925	49293485	13	protein_coding	81602
39.43	32124877	32470882	18	protein_coding	64762
54.29	44805617	44818779	21	protein_coding	6612
50.98	1831	11386	HG2285_HG106_HG2252_PATCH	lncRNA	105371430
49.85	7688	28425	HG2285_HG106_HG2252_PATCH	protein_coding	400566
41.72	56137573	56150102	18	lncRNA	105372132
45.86	68145	281194	HG2285_HG106_HG2252_PATCH	protein_coding	55275
35.35	67516546	67899619	18	lncRNA	643542
44.38	47285725	47594550	18	lncRNA	110175910
37.51	60294136	60301317	18	lncRNA	105372155
36.46	72752169	72782096	13	protein_coding	22894
37.94	25585656	25607517	21	protein_coding	54148
46.94	48026672	48410752	18	protein_coding	201501
37.57	30080464	30177075	22	protein_coding	150280
51.56	37341	50318	HG2285_HG106_HG2252_PATCH	protein_coding	359845
63.48	77778	78311	HG2334_PATCH	protein_coding	100144748
38.87	33750	61434	HG2334_PATCH	lncRNA	142913
36.00	78462	183684	HG2334_PATCH	protein_coding	5728
36.33	14485228	14658821	21	protein_coding	64092
53.40	36860988	36878017	22	protein_coding	4689
47.30	34375480	34416961	21	protein_coding	102723553
47.30	34375480	34416961	21	protein_coding	54065
45.49	57147087	57150410	18	protein_coding	284257
40.53	74073353	74147843	18	protein_coding	201456
51.13	36699115	36749917	21	protein_coding	6493
35.10	85363601	85544570	13	lncRNA	100874137
35.35	39655627	39791665	13	protein_coding	57511
55.33	16730	37102	HG2288_HG2289_PATCH	protein_coding	100507747
56.87	40809	191714	HG2288_HG2289_PATCH	protein_coding	22821
43.56	31759584	31760880	18	protein_coding	147407
48.79	37006150	37019662	21	protein_coding	53820
46.58	31488688	31618588	22	protein_coding	9814
47.50	43659560	43696079	21	protein_coding	23076
35.27	65750252	65890337	18	protein_coding	1005
57.26	43719094	43762307	21	protein_coding	8566
42.82	36777647	36829216	18	protein_coding	25941
45.46	30906271	30925572	13	protein_coding	84935
33.07	89214847	89236890	13	lncRNA	105616982
47.83	110305812	110513209	13	protein_coding	1284
57.27	43789513	43805293	21	protein_coding	8568
37.50	9469	23568	HG2408_PATCH	protein_coding	11236
40.76	23435	74408	HG2408_PATCH	protein_coding	83940
38.95	79872586	79918042	13	lncRNA	101927195
43.29	60371062	60372775	18	protein_coding	4160
50.22	57140918	57157082	13	protein_coding	729240
35.04	67808505	67814822	18	lncRNA	101927430
25.81	43465	43526	HG2408_PATCH	miRNA	102466200
40.15	21312	247523	HG2308_PATCH	protein_coding	56147
40.11	30028	247523	HG2308_PATCH	protein_coding	56146
40.07	36204	247523	HG2308_PATCH	protein_coding	56145
40.01	42105	247523	HG2308_PATCH	protein_coding	56144
32.58	85792790	85806683	13	protein_coding	84189
36.04	68673688	68715108	18	protein_coding	54495
40.23	56780	247523	HG2308_PATCH	protein_coding	56143
33.77	104125930	104134257	13	lncRNA	105370340
40.20	63134	247523	HG2308_PATCH	protein_coding	56142
40.11	69424	247523	HG2308_PATCH	protein_coding	56141
40.02	76363	247523	HG2308_PATCH	protein_coding	56140
34.66	66302834	67230445	13	protein_coding	5101
39.95	82948	247523	HG2308_PATCH	protein_coding	9752
39.83	91059	247523	HG2308_PATCH	protein_coding	56139
60.18	43805758	43812567	21	lncRNA	284837
39.64	103359	247523	HG2308_PATCH	protein_coding	56138
39.53	110478	247523	HG2308_PATCH	protein_coding	56137
39.36	117300	247523	HG2308_PATCH	protein_coding	56136
51.65	43865223	43987592	21	protein_coding	56894
41.75	201646	247523	HG2308_PATCH	protein_coding	56134
39.96	286550	294522	HG2308_PATCH	protein_coding	29930
39.43	161475	247523	HG2308_PATCH	protein_coding	56135
48.32	329782	333879	HG2308_PATCH	protein_coding	56133
45.69	356994	360799	HG2308_PATCH	protein_coding	56131
49.68	370382	373791	HG2308_PATCH	protein_coding	26167
47.37	57054558	57072119	18	lncRNA	100885779
50.26	385233	388463	HG2308_PATCH	protein_coding	56130
47.54	407820	411559	HG2308_PATCH	protein_coding	56129
53.93	412966	415715	HG2308_PATCH	protein_coding	56128
47.47	417563	421402	HG2308_PATCH	protein_coding	57717
56.05	39570753	39689735	22	protein_coding	8911
46.34	422303	426717	HG2308_PATCH	protein_coding	56127
48.47	427529	430823	HG2308_PATCH	protein_coding	56126
48.56	434786	438955	HG2308_PATCH	protein_coding	56125
45.88	443873	447747	HG2308_PATCH	protein_coding	56124
47.07	449095	454155	HG2308_PATCH	protein_coding	56123
45.82	458519	462935	HG2308_PATCH	protein_coding	56122
49.58	469509	472705	HG2308_PATCH	lncRNA	54660
47.92	480571	484541	HG2308_PATCH	protein_coding	56121
35.12	39655645	39665494	18	lncRNA	101927857
39.06	61333430	61555779	18	protein_coding	28316
49.63	335649	339003	HG2308_PATCH	protein_coding	56132
46.02	44012309	44106552	21	protein_coding	7109
39.71	70335439	70352459	18	lncRNA	101927481
38.88	32470288	32745567	18	lncRNA	112268208
42.19	12785478	12929643	18	protein_coding	5771
39.95	18195297	18232024	13	lncRNA	26080
42.62	19823482	19863649	13	protein_coding	9205
56.89	44107373	44131181	21	protein_coding	5822
36.01	88142867	88236082	13	lncRNA	105370306
55.75	112067149	112071706	13	protein_coding	6656
40.64	30932656	30975500	13	protein_coding	122046
41.35	100708325	101059286	13	lncRNA	100885778
38.48	108596152	109208005	13	protein_coding	23026
39.17	37365573	37526358	21	protein_coding	1859
39.46	62715541	62980433	18	protein_coding	23239
42.15	40044817	40335808	22	protein_coding	23112
44.09	1309218	1310156	HG2365_PATCH	protein_coding	390538
47.15	1323146	1324093	HG2365_PATCH	protein_coding	283694
36.36	3023934	3054785	HG2365_PATCH	protein_coding	100996331
36.36	3023934	3054785	HG2365_PATCH	protein_coding	100287399
47.57	3680689	3718280	HG2365_PATCH	protein_coding	123606
48.85	3764107	3841375	HG2365_PATCH	protein_coding	23191
51.65	4023536	4031349	HG2365_PATCH	protein_coding	440243
51.65	4023536	4031349	HG2365_PATCH	protein_coding	283767
53.15	4052227	4062511	HG2365_PATCH	protein_coding	100132979
32.30	66501083	66604138	18	protein_coding	28513
51.80	4275401	4283241	HG2365_PATCH	protein_coding	102723623
52.91	4384966	4393338	HG2365_PATCH	protein_coding	283685
64.16	4591460	4595206	HG2365_PATCH	protein_coding	54551
44.90	110148963	110307157	13	protein_coding	1282
66.16	4634304	4635027	HG2365_PATCH	protein_coding	4692
50.85	773566	783509	HG2365_PATCH	protein_coding	727832
36.50	1080247	1111266	HG2365_PATCH	protein_coding	100287399
44.95	76528652	76670111	18	lncRNA	400660
44.95	76528652	76670111	18	lncRNA	284276
37.78	1994634	2029636	HG2365_PATCH	protein_coding	102724631
45.27	30008742	30080480	22	lncRNA	101929664
45.51	2241003	2242127	HG2365_PATCH	protein_coding	105369274
58.06	2331526	2331959	HG2365_PATCH	protein_coding	102724971
47.22	35066136	35087387	22	protein_coding	91464
40.13	57169615	57171194	18	lncRNA	105372138
52.52	43132209	43143398	22	protein_coding	27349
41.68	75409476	75427703	18	protein_coding	284274
41.82	15784959	15829984	22	lncRNA	503637
44.38	41113	67257	HG2461_PATCH	protein_coding	148156
37.55	41465783	41632185	18	lncRNA	641516
45.28	67320	78283	HG2461_PATCH	protein_coding	85509
60.33	30246205	30246998	22	lncRNA	91370
38.49	39743044	39893864	22	protein_coding	150350
46.32	83783	260177	HG2461_PATCH	protein_coding	94025
41.17	35972625	35979286	18	protein_coding	83608
58.90	30240453	30246759	22	protein_coding	3976
51.21	41798225	41879482	21	protein_coding	63977
54.25	39120167	39152680	22	protein_coding	23492
38.35	6446723	6528459	20	lncRNA	101929244
51.78	4220630	4249287	20	protein_coding	146
50.89	958452	1002311	20	protein_coding	343637
42.61	26454910	26657401	18	protein_coding	284252
39.94	227258	229886	20	protein_coding	140881
49.36	43923792	43964488	22	protein_coding	80339
50.62	869900	916334	20	protein_coding	51378
43.73	1629152	1657779	20	protein_coding	55423
42.97	43528744	43812337	22	protein_coding	64800
39.44	36108531	36129385	18	protein_coding	25800
43.32	5750393	5864395	20	protein_coding	149840
49.15	112056845	112108015	13	lncRNA	100505996
46.14	50158	79085	HG2407_PATCH	protein_coding	84282
49.00	5289019	5297053	18	protein_coding	7541
40.51	10435305	10636829	20	protein_coding	128710
52.63	173524	173599	HG2407_PATCH	miRNA	100616266
38.22	351187	376701	HG2407_PATCH	protein_coding	101927057
38.22	351187	376701	HG2407_PATCH	protein_coding	4974
46.75	109752695	109786583	13	protein_coding	8660
37.08	382932	393259	HG2407_PATCH	protein_coding	2124
37.75	87250	97094	20	protein_coding	245938
41.46	112376355	112434689	13	protein_coding	122258
46.46	76686058	76693636	18	lncRNA	400661
42.22	87671	172301	HG2407_PATCH	lncRNA	107984974
58.40	21511017	21514064	20	protein_coding	4821
44.37	77249848	77277900	18	protein_coding	2587
43.74	6767686	6780246	20	protein_coding	650
46.89	12615	42058	HG2476_PATCH	lncRNA	401172
45.00	74048	80745	HG2476_PATCH	protein_coding	84246
47.07	152669	200533	HG2476_PATCH	protein_coding	134111
57.19	113748511	113751089	13	TEC	100130386
48.91	1978757	1994285	20	protein_coding	5173
35.38	71015042	71168417	13	lncRNA	100885781
49.42	46762617	47175699	22	protein_coding	25771
38.07	25061924	25352190	18	protein_coding	25925
38.26	38965925	38990859	13	protein_coding	161003
37.31	7146467	7254202	20	lncRNA	101929265
51.88	833715	857463	20	protein_coding	83541
47.21	112313467	112321758	13	lncRNA	101928752
40.00	110878540	110915069	13	protein_coding	55608
63.18	20368104	20370949	20	protein_coding	3642
45.25	1633508	1648472	20	lncRNA	101929010
41.31	187853	189711	20	protein_coding	245939
38.32	24426634	24453531	18	protein_coding	55364
34.85	81225865	81226983	13	lncRNA	100861546
37.22	24331450	24337121	13	lncRNA	100861547
52.55	112322567	112331225	13	lncRNA	104266956
34.69	142590	145751	20	protein_coding	81623
37.44	107163510	107867496	13	protein_coding	728215
53.71	113759226	113816995	13	protein_coding	348013
38.63	11890723	11926609	20	protein_coding	22903
44.34	9646110	9648502	18	lncRNA	112268216
38.33	72536680	72638521	18	protein_coding	147381
34.48	42950928	42951014	21	miRNA	100847013
46.99	42974510	43033931	21	protein_coding	5316
33.69	85065087	85078920	13	lncRNA	104355140
39.84	100089015	100530437	13	protein_coding	5095
39.01	56031830	56135295	18	lncRNA	102724698
50.20	61022	62549	HG2499_PATCH	lncRNA	100124412
31.16	66596	66733	HG2499_PATCH	miRNA	100422834
61.76	79661	79728	HG2499_PATCH	miRNA	102465910
57.53	82695	85230	HG2499_PATCH	lncRNA	100288486
57.53	82695	85230	HG2499_PATCH	lncRNA	100287596
57.53	82695	85230	HG2499_PATCH	lncRNA	727856
56.87	22194	45323	HG2419_PATCH	protein_coding	3297
59.18	43053191	43076943	21	protein_coding	102724560
59.18	43053191	43076943	21	protein_coding	875
68.36	21395365	21397526	20	protein_coding	644524
63.02	45187	57513	HG2419_PATCH	protein_coding	8694
44.98	5068232	5113103	20	protein_coding	29058
67.14	47849	47918	HG2419_PATCH	miRNA	102465511
66.53	61168	67085	HG2419_PATCH	protein_coding	83482
64.50	82822	85517	HG2419_PATCH	protein_coding	340393
47.59	76495521	76498088	18	lncRNA	400658
66.45	86034	89979	HG2419_PATCH	protein_coding	26233
51.27	36847372	36870441	22	lncRNA	107985578
57.52	103704	123845	HG2419_PATCH	protein_coding	203054
56.04	48538900	48547387	22	lncRNA	284933
44.45	75455787	75468835	18	lncRNA	107985177
47.49	49853844	49890080	22	protein_coding	9889
59.96	123832	139938	HG2419_PATCH	protein_coding	29894
46.86	47345569	47373541	22	lncRNA	339685
53.41	39312882	39320389	22	protein_coding	6122
37.89	73324941	73349879	18	lncRNA	100505817
74.39	124752	124833	HG2419_PATCH	miRNA	100126351
76.25	130689	130768	HG2419_PATCH	miRNA	100302196
63.77	130880	130948	HG2419_PATCH	miRNA	102466749
61.99	140345	147498	HG2419_PATCH	protein_coding	55630
38.83	56083356	56137536	18	lncRNA	100505474
63.25	154203	159165	HG2419_PATCH	protein_coding	51160
46.18	109728282	109730007	13	lncRNA	101409253
42.88	112485011	112588205	13	protein_coding	10426
60.43	64560	91889	HG2419_PATCH	protein_coding	79581
41.47	17226107	17484578	20	protein_coding	5126
48.31	76978827	77133683	18	protein_coding	4155
35.60	21397740	21400391	20	lncRNA	105372558
43.04	2481817	2524702	20	protein_coding	79175
46.85	25561117	25564719	22	lncRNA	100996404
45.07	23491101	23496010	20	protein_coding	10047
50.08	46296870	46330810	22	protein_coding	51512
38.62	244122	248512	HG2510_PATCH	protein_coding	389831
63.16	43169008	43172805	21	protein_coding	102724652
63.16	43169008	43172805	21	protein_coding	1409
