"peak","THL60-Rep1","THL60-Rep2","THL60-Rep3","T3h-Neu-Rep1","T3h-Neu-Rep2","T3h-Neu-Rep3","T6h-Neu-Rep1","T6h-Neu-Rep2","T6h-Neu-Rep3","T12h-Neu-Rep1","T12h-Neu-Rep2","T12h-Neu-Rep3"
"chr1_48244988_48245491",30,18,4,3,4,13,6,14,3,3,0,14
"chr1_48469962_48470466",23,15,4,2,4,14,9,10,0,4,0,10
"chr1_48677215_48677803",14,4,4,0,7,12,2,7,0,1,0,15
"chr1_48793777_48794393",33,22,11,0,6,19,6,11,0,3,1,17
"chr1_49044297_49044838",19,9,6,2,3,8,4,11,0,0,1,13
"chr1_50332835_50334027",30,16,11,0,17,23,10,16,0,5,0,28
"chr1_50458438_50459056",22,13,5,0,4,19,8,6,0,4,1,10
"chr1_50873250_50874034",21,18,9,0,14,21,8,15,0,4,1,25
"chr1_50959834_50960623",54,37,31,1,23,50,22,48,1,7,3,68
"chr1_50968037_50968811",44,31,20,2,16,29,12,28,1,5,1,34
"chr1_51214526_51215099",11,7,5,1,6,7,2,4,0,1,0,14
"chr1_51236013_51236697",13,13,5,0,12,25,8,13,1,1,0,31
"chr1_51606004_51606755",8,11,7,1,6,15,5,5,0,3,1,11
"chr1_51729358_51729973",47,31,13,1,18,26,17,34,0,7,0,50
"chr1_51878265_51879140",61,42,24,2,35,55,26,59,1,13,4,84
"chr1_52033529_52034050",11,7,5,2,11,15,6,9,0,2,1,19
"chr1_52055923_52056736",27,19,15,1,16,32,12,27,0,6,2,37
"chr1_52365866_52366684",93,58,40,0,26,58,39,73,0,18,3,94
"chr1_52403611_52404753",31,22,13,0,24,51,12,31,0,9,2,41
"chr1_52424020_52424613",7,8,6,0,9,8,2,6,1,0,0,9
"chr1_52552479_52553160",12,6,5,1,7,14,3,10,0,1,0,15
"chr1_52636590_52637888",26,21,10,0,25,39,9,22,0,2,4,29
"chr1_52702806_52703759",24,17,9,0,17,24,13,17,0,5,1,23
"chr1_52726167_52726748",10,8,6,0,8,15,8,12,0,3,0,18
"chr1_52921459_52922100",10,7,4,1,10,15,2,10,0,2,1,16
"chr1_53196438_53197190",23,17,9,1,16,23,11,14,0,3,1,27
"chr1_53220045_53220819",25,28,11,0,18,33,8,22,0,6,2,47
"chr1_53238323_53238865",23,20,8,0,11,21,10,18,0,3,1,20
"chr1_53325906_53326833",71,45,26,1,31,47,30,53,0,9,4,78
"chr1_53838057_53838887",59,39,17,4,27,51,19,46,2,8,4,65
"chr1_53945345_53946510",89,50,28,2,27,53,37,65,1,13,3,88
"chr1_54053024_54053778",90,70,41,3,46,74,42,77,1,18,4,88
"chr1_54199812_54200517",30,18,13,2,16,33,11,25,0,5,2,35
"chr1_54238223_54238812",11,10,6,0,9,18,3,8,0,4,1,16
"chr1_54541997_54542969",57,39,27,2,23,41,16,42,1,11,2,67
"chr1_54715443_54716284",23,16,10,1,14,21,10,20,2,8,1,29
"chr1_54764299_54765003",67,54,24,2,30,68,31,70,2,11,7,83
"chr1_54886925_54887810",35,25,12,1,19,29,15,29,1,8,2,42
"chr1_55214926_55215866",19,18,5,4,15,25,9,17,2,4,1,25
"chr1_56249228_56249762",21,11,5,1,7,9,4,9,0,0,0,14
"chr1_56424749_56425517",30,18,14,0,12,25,10,14,1,4,1,21
"chr1_56910436_56911126",12,10,5,1,8,14,5,11,1,2,0,18
"chr1_56973705_56974831",20,13,6,3,18,25,8,13,3,2,1,19
"chr1_57986354_57986870",14,7,4,1,3,11,4,15,2,2,1,14
"chr1_58251338_58251919",10,9,4,1,6,15,3,8,0,1,0,7
"chr1_58324523_58325039",14,8,3,0,9,11,4,5,0,2,2,14
"chr1_58390921_58391420",11,5,3,0,5,15,2,4,0,0,0,10
"chr1_58546447_58547093",49,27,19,0,19,33,20,29,1,8,2,44
"chr1_58699830_58700342",18,12,8,3,8,18,5,14,0,2,0,19
"chr1_58783826_58784500",59,39,20,4,30,61,27,50,1,10,4,75
"chr1_58815186_58815708",12,10,5,0,4,14,4,5,0,1,2,12
"chr1_59292456_59293014",19,14,8,0,10,18,5,17,0,2,0,19
"chr1_59296278_59297219",55,54,28,2,31,47,19,54,1,8,2,60
"chr1_59549931_59550430",8,4,4,1,4,7,2,3,1,0,0,5
"chr1_59759109_59759873",9,9,5,1,10,14,4,11,0,3,0,14
"chr1_61042899_61043598",8,5,5,1,9,16,4,6,0,0,0,15
"chr1_61076814_61077511",28,14,8,4,8,21,10,19,1,2,0,30
"chr1_61077744_61078385",47,33,16,2,11,34,17,32,0,9,2,39
"chr1_61453266_61453795",20,9,3,1,6,14,7,8,0,3,0,14
"chr1_61612522_61613065",18,11,5,1,8,9,2,4,0,2,2,11
"chr1_61724848_61725522",43,24,17,0,16,26,11,22,0,4,2,36
"chr1_62436059_62436871",168,132,64,2,61,114,62,112,0,31,8,146
"chr1_62783497_62784388",56,32,20,3,17,45,12,32,1,6,3,44
"chr1_63367063_63368025",65,48,21,0,19,46,20,43,2,10,2,58
"chr1_63523026_63523757",50,34,22,1,17,35,13,33,0,8,3,37
"chr1_63593100_63594648",71,40,23,1,29,52,18,37,1,9,1,52
"chr1_64512204_64512773",29,14,6,1,9,13,7,10,0,1,0,19
"chr1_64744312_64745230",23,16,7,0,11,20,9,13,0,4,0,23
"chr1_64864004_64864601",43,31,8,0,12,23,9,12,0,5,1,26
"chr1_64895386_64895961",47,27,9,2,11,20,10,14,0,5,2,18
"chr1_64965747_64967153",30,38,15,0,20,38,20,27,1,6,3,31
"chr1_65002396_65002982",19,11,5,1,8,15,4,7,0,2,0,12
"chr1_65055619_65056655",41,25,12,1,8,20,5,14,1,5,1,23
"chr1_65066572_65067143",30,18,9,1,9,12,4,12,0,2,1,18
"chr1_65147393_65148272",17,21,9,1,13,24,5,11,1,5,0,19
"chr1_65148430_65148995",14,12,5,0,3,10,2,9,2,3,0,16
"chr1_65165445_65166083",36,26,14,0,13,24,11,22,0,4,1,27
"chr1_65170326_65171144",40,25,10,0,9,18,6,16,0,3,0,15
"chr1_65174458_65174974",19,15,10,1,6,9,9,11,0,3,0,16
"chr1_65253994_65255278",42,35,11,1,15,37,10,21,0,5,1,31
"chr1_65419755_65420986",228,137,72,3,37,104,64,118,2,20,5,124
"chr1_65687621_65688163",20,11,4,2,9,16,3,10,0,1,0,12
"chr1_65771046_65771564",10,10,5,0,3,7,4,4,0,0,0,6
"chr1_65791342_65791860",29,15,9,1,6,11,4,7,0,2,0,11
"chr1_65811836_65812521",54,29,12,0,11,29,13,21,1,4,1,30
"chr1_65845576_65846202",25,14,6,0,9,14,12,10,0,1,2,18
"chr1_65939219_65940129",34,16,10,3,4,11,8,10,0,3,0,12
"chr1_66251434_66252070",34,26,9,0,8,14,6,13,0,4,0,14
"chr1_66335831_66336655",72,51,22,2,18,31,14,26,1,5,0,37
"chr1_66372982_66373760",51,33,19,1,6,13,9,15,1,4,0,18
"chr1_66393424_66394032",67,44,24,0,12,28,9,15,0,2,0,19
"chr1_66395121_66395646",68,45,24,1,10,23,7,15,1,3,0,18
"chr1_66402110_66402726",13,14,4,1,10,13,5,6,0,1,0,10
"chr1_66436461_66436975",11,7,5,0,3,8,4,7,0,1,0,8
"chr1_66438944_66439534",27,18,5,0,5,19,6,14,0,1,2,14
"chr1_66725583_66726552",28,11,7,1,9,19,5,11,0,4,0,14
"chr1_66924669_66925559",268,176,79,0,43,97,73,121,0,21,6,140
"chr1_66929827_66931045",141,105,49,3,36,62,40,82,1,14,1,89
"chr1_66995931_66996486",17,14,6,1,8,14,7,13,0,1,1,13
"chr1_66999982_67000488",17,12,4,2,3,5,4,9,0,2,1,8
"chr1_67053586_67054673",88,64,34,3,24,46,22,44,0,9,2,48
"chr1_67149097_67149610",15,6,3,0,6,15,5,7,1,3,0,10
"chr1_67430147_67430830",122,86,44,0,35,73,43,72,0,23,2,88
"chr1_67500311_67500820",14,11,7,0,8,9,7,15,0,3,0,12
"chr1_67532328_67532924",10,8,5,0,8,13,3,9,0,4,0,12
"chr1_67561588_67562087",12,5,3,0,8,11,4,7,0,0,0,9
"chr1_67635165_67635720",23,17,4,0,5,16,4,11,1,3,0,13
"chr1_67684847_67685507",157,100,52,0,34,86,58,110,0,19,4,117
"chr1_67732841_67733349",29,13,5,1,4,13,6,10,0,0,0,9
"chr1_68291939_68292517",17,18,7,3,4,13,5,5,0,2,0,12
"chr1_68338006_68338566",32,18,4,0,7,8,4,9,0,2,1,14
"chr1_68339446_68339979",19,14,6,0,4,10,4,5,0,1,0,10
"chr1_68496446_68497429",233,149,65,1,25,48,46,84,0,18,2,95
"chr1_69566971_69567616",28,24,8,0,3,11,11,15,0,4,1,18
"chr1_69911143_69911653",27,18,7,0,4,9,7,13,0,2,1,9
"chr1_70003419_70003948",15,7,5,0,3,6,3,3,0,1,0,5
"chr1_70042021_70042867",65,39,16,1,6,18,14,17,0,5,1,23
"chr1_70083422_70084010",56,32,10,0,5,14,18,21,2,3,1,25
"chr1_70205311_70205976",95,56,36,1,16,40,24,48,0,8,4,43
"chr1_70221096_70221691",84,60,31,1,19,37,28,44,0,7,0,41
"chr1_70354260_70354999",99,66,22,0,18,49,24,47,0,8,3,52
"chr1_70410597_70411407",198,125,59,0,26,76,49,90,0,18,5,102
"chr1_70509848_70510494",24,16,6,1,4,11,8,11,0,3,0,9
"chr1_70627798_70628420",35,16,7,1,4,12,4,11,0,0,0,13
"chr1_70685191_70685771",46,22,10,1,6,12,13,24,0,3,1,30
"chr1_70866786_70867351",36,22,9,0,8,12,9,18,0,1,1,13
"chr1_70874006_70874512",15,9,3,0,4,9,2,7,0,0,0,6
"chr1_70978567_70979080",19,13,4,1,3,12,5,7,0,0,0,8
"chr1_70979832_70980364",22,17,4,0,2,9,6,5,0,2,0,11
"chr1_71049929_71050455",22,12,4,1,3,10,12,8,0,4,1,13
"chr1_71080831_71081583",114,68,36,0,21,37,30,45,0,12,3,43
"chr1_71413868_71414635",52,39,10,2,7,13,11,13,0,5,1,19
"chr1_71501998_71502497",11,10,4,0,3,6,5,6,0,1,0,9
"chr1_71667088_71667687",17,8,5,0,4,7,4,5,0,0,0,9
"chr1_71792146_71792675",12,8,4,0,3,3,2,5,0,0,0,4
"chr1_71860887_71861512",13,8,5,0,4,7,3,2,0,1,1,8
"chr1_71881578_71882585",35,29,8,2,6,14,3,9,1,0,0,14
"chr1_72100711_72101242",15,12,5,1,4,14,6,8,0,2,1,8
"chr1_72109902_72110406",13,6,4,0,1,1,2,1,0,1,0,3
"chr1_72282600_72283100",40,30,13,1,14,23,12,20,0,4,1,28
"chr1_72283549_72284231",62,27,13,0,5,17,11,22,0,4,2,30
"chr1_72366376_72366955",42,31,14,0,9,17,10,17,0,3,2,19
"chr1_72557397_72558015",31,10,4,1,3,12,5,10,2,4,1,17
"chr1_72623108_72623795",48,23,11,2,10,16,14,17,1,5,3,26
"chr1_72635618_72636158",69,42,16,1,6,19,10,15,0,4,1,18
"chr1_72931965_72932571",37,14,5,1,4,6,7,11,0,1,0,13
"chr1_72935122_72935729",35,21,9,0,5,12,7,9,0,2,2,10
"chr1_73516380_73516945",66,31,5,0,3,10,9,19,0,2,1,12
"chr1_73923151_73923701",15,7,5,0,1,5,5,5,0,0,1,8
"chr1_73988353_73988893",17,10,5,0,3,8,3,9,0,2,0,9
"chr1_74168754_74169264",16,10,2,0,3,4,1,3,0,1,0,5
"chr1_74197876_74198572",276,172,66,2,21,55,67,114,0,19,4,121
"chr1_74396836_74397397",29,19,8,0,1,14,10,16,0,2,1,17
"chr1_74503986_74504600",31,15,5,1,3,15,9,13,2,4,1,13
"chr1_74732840_74733652",210,121,40,1,21,57,61,85,0,19,2,91
"chr1_74733779_74733977",35,15,4,0,4,8,8,12,0,3,1,15
"chr1_74908698_74909229",77,38,14,0,4,16,19,21,0,3,2,28
"chr1_75203553_75204088",28,14,6,0,4,9,9,11,1,4,0,14
"chr1_75233223_75233723",20,10,4,1,4,7,4,10,1,1,0,8
"chr1_75438299_75438804",16,5,4,2,5,6,8,9,0,3,1,10
"chr1_75625746_75626271",30,12,5,1,3,8,10,10,0,1,0,15
"chr1_75641286_75641826",29,18,6,0,2,8,5,9,0,2,0,12
"chr1_75724209_75725042",132,72,35,0,23,44,32,63,1,16,4,77
"chr1_75745255_75745828",87,52,12,0,9,33,23,33,0,8,1,23
"chr1_75784536_75785112",54,36,7,1,12,15,14,18,0,3,1,15
"chr1_75785886_75786426",85,53,21,0,16,42,34,48,0,11,2,52
"chr1_75908552_75909270",14,6,4,0,5,8,3,7,0,2,1,12
"chr1_75942990_75943589",63,33,17,0,9,25,11,24,0,6,0,22
"chr1_76075756_76076378",68,50,12,1,9,22,15,20,1,7,0,34
"chr1_76154018_76154954",73,39,14,1,10,19,17,23,1,6,3,30
"chr1_76501430_76501995",18,8,6,0,4,5,7,9,0,1,1,10
"chr1_76759807_76760539",17,15,4,0,4,12,5,9,1,1,0,16
"chr1_76763619_76764166",30,14,5,0,5,13,10,12,0,1,0,13
"chr1_76868039_76868685",19,9,5,1,13,14,6,11,1,4,1,16
"chr1_77059839_77060421",49,34,6,2,6,15,11,21,0,3,0,22
"chr1_77218760_77219745",50,29,13,0,17,29,13,28,0,7,2,33
"chr1_77227343_77227860",16,10,5,0,5,10,4,8,1,3,0,11
"chr1_77279894_77280442",16,10,4,1,4,13,3,6,1,2,0,9
"chr1_77281715_77282485",20,15,9,2,7,21,2,14,2,4,1,16
"chr1_77413453_77414175",60,41,14,1,9,26,10,23,0,7,2,28
"chr1_77415433_77416055",22,14,5,2,4,12,5,10,1,4,1,15
"chr1_77504910_77505451",16,9,5,3,3,10,4,7,0,1,0,5
"chr1_77533608_77534469",17,11,5,0,6,14,4,9,1,2,0,13
"chr1_77605248_77605819",23,20,8,1,8,17,7,11,0,5,0,27
"chr1_77682471_77683794",119,88,47,1,40,76,49,89,2,26,6,100
"chr1_77759191_77760184",70,54,22,0,21,36,15,36,0,12,2,50
"chr1_77779285_77779896",31,16,14,4,9,20,10,18,2,5,2,20
"chr1_77978878_77979750",120,81,37,0,28,72,35,61,0,18,3,63
"chr1_78004550_78005152",66,43,13,1,10,28,17,26,1,5,1,33
"chr1_78277145_78277754",47,31,10,1,7,26,9,23,0,4,1,26
"chr1_78475794_78476704",40,31,9,1,4,9,6,7,0,3,1,13
"chr1_78617442_78618023",47,28,11,0,11,14,14,14,0,3,0,20
"chr1_78645627_78646139",36,17,9,1,3,9,8,17,0,0,1,11
"chr1_78855188_78855710",8,5,3,0,5,7,5,9,1,3,0,9
"chr1_78911871_78912386",33,19,3,1,3,6,5,9,0,1,1,10
"chr1_79737124_79737684",42,23,6,2,3,7,12,14,0,4,1,19
"chr1_80059719_80060436",27,14,5,0,4,7,10,16,0,1,1,12
"chr1_80461863_80462501",29,15,5,1,4,12,6,12,0,3,0,15
"chr1_81121261_81121773",38,30,7,1,5,17,17,12,0,5,1,9
"chr1_81125536_81126428",32,18,6,3,4,9,4,10,3,2,0,12
"chr1_81208279_81208987",73,41,18,0,12,26,14,27,0,5,0,34
"chr1_81237240_81237940",25,18,4,0,4,7,4,5,0,1,0,9
"chr1_81305865_81306449",40,20,9,1,8,13,6,11,0,3,1,17
"chr1_81407582_81408287",21,9,6,0,2,9,2,2,0,2,0,5
"chr1_81462983_81463520",10,11,4,0,3,4,3,4,0,2,0,7
"chr1_81469982_81470679",37,18,9,1,4,13,8,7,1,3,3,16
"chr1_81802640_81803443",36,14,7,1,7,17,8,10,1,1,0,20
"chr1_82225290_82225910",76,52,16,1,7,22,16,19,0,5,2,27
"chr1_82227696_82228195",23,16,5,2,2,4,3,5,0,1,0,9
"chr1_82795452_82795990",22,9,4,2,4,9,6,10,2,2,1,8
"chr1_83860348_83861264",71,42,16,2,10,24,14,29,1,7,0,32
"chr1_83998900_83999675",93,44,20,0,10,29,14,26,0,9,1,31
"chr1_84077517_84078518",39,36,17,0,12,20,15,15,0,4,1,26
"chr1_84103338_84103853",17,9,3,1,5,8,3,6,0,1,0,12
"chr1_84143999_84144623",29,17,4,2,4,13,2,9,0,3,0,18
"chr1_84271481_84272085",48,33,17,0,10,20,7,10,0,4,0,14
"chr1_84298275_84299292",49,40,18,0,10,31,8,16,1,5,2,32
"chr1_84365594_84366259",20,13,5,1,12,18,4,10,1,4,0,16
"chr1_84437202_84437787",13,9,5,1,3,8,4,4,1,1,0,9
"chr1_84442143_84442706",35,27,10,0,13,23,12,14,0,8,2,23
"chr1_84479023_84479923",58,40,14,0,10,30,12,23,0,9,2,28
"chr1_84505877_84506810",133,90,38,1,38,67,39,79,0,11,4,78
"chr1_84573101_84573344",13,10,6,0,2,8,2,4,0,1,0,4
"chr1_84573780_84574835",99,73,34,0,20,50,24,53,0,11,2,55
"chr1_84620539_84621268",51,42,24,0,17,32,15,35,0,8,2,36
"chr1_84690387_84690945",78,58,27,1,22,33,30,45,2,9,2,55
"chr1_84704748_84705348",9,6,4,0,3,9,3,3,1,1,0,5
"chr1_84779729_84780441",82,47,19,1,14,29,12,32,0,4,2,28
"chr1_84847143_84847666",17,7,6,0,6,11,3,9,0,1,0,8
"chr1_84854263_84854844",24,15,5,1,8,22,12,17,0,5,1,15
"chr1_84889292_84889868",14,11,7,0,4,7,4,7,0,1,0,11
"chr1_84944643_84945350",52,27,12,5,8,21,6,20,3,4,1,23
"chr1_85200541_85201634",37,28,6,1,14,27,12,13,1,2,0,24
"chr1_85259221_85260033",57,33,14,2,16,33,11,30,0,4,1,32
"chr1_85276248_85277065",295,194,96,0,40,89,75,143,0,27,8,142
"chr1_85334862_85335380",9,6,3,0,0,4,3,4,0,1,0,4
"chr1_85427809_85428334",7,5,6,0,5,7,2,4,0,0,0,4
"chr1_85580716_85581685",49,38,16,3,13,30,9,27,2,7,1,28
"chr1_85708001_85708787",151,97,43,0,19,55,39,60,0,12,2,70
"chr1_85991178_85991767",21,7,5,0,2,7,2,10,1,2,0,7
"chr1_86155695_86156969",41,20,12,3,11,21,8,16,0,3,2,20
"chr1_86339208_86339937",59,35,16,0,6,15,6,14,0,4,3,29
"chr1_86395861_86396657",92,54,26,0,10,33,25,38,0,6,3,49
"chr1_86419197_86419771",19,12,6,1,5,10,6,7,0,0,1,14
"chr1_86429756_86430319",43,21,8,1,3,14,9,16,1,5,2,19
"chr1_86616811_86617398",35,17,6,0,3,9,14,14,0,4,0,14
"chr1_86704252_86705047",157,122,50,1,33,73,38,86,1,15,4,97
"chr1_86774141_86774758",54,40,15,1,11,27,13,28,1,7,1,28
"chr1_86788162_86788670",34,26,7,0,5,15,3,9,1,4,0,6
"chr1_86913915_86914757",123,100,40,0,32,80,51,78,0,15,7,79
"chr1_87131633_87132265",24,17,13,2,14,21,6,14,2,2,0,23
"chr1_87151410_87152371",48,40,12,0,11,20,6,20,0,3,1,33
"chr1_87179735_87180549",34,34,12,1,13,22,6,17,0,2,0,15
"chr1_87226059_87226669",13,8,9,3,6,14,4,14,0,4,1,7
"chr1_87305037_87305646",23,21,5,1,4,16,7,8,1,1,0,11
"chr1_87314025_87314535",15,12,4,0,4,10,2,7,1,1,1,8
"chr1_87328082_87328738",56,44,16,0,19,38,24,37,0,9,4,53
"chr1_87423727_87424328",36,18,12,1,5,13,6,11,0,5,0,15
"chr1_87869604_87870140",55,40,10,2,9,19,8,15,0,2,1,19
"chr1_87902731_87903320",51,34,10,2,11,23,10,22,0,7,2,29
"chr1_88061412_88061915",9,7,4,0,6,4,4,3,0,1,1,7
"chr1_88180361_88180955",28,13,5,0,9,16,8,12,0,4,0,16
"chr1_88595307_88595851",11,7,4,0,4,5,3,2,0,1,1,5
"chr1_88683743_88684534",142,91,46,0,26,60,42,83,0,18,2,98
"chr1_88701145_88701710",21,15,5,0,4,14,6,6,0,3,2,15
"chr1_88729983_88730808",21,11,8,0,7,16,4,7,1,3,0,11
"chr1_88891174_88891920",62,38,16,4,18,32,18,38,3,9,4,39
"chr1_88983717_88984216",6,9,3,0,4,9,1,6,0,1,0,7
"chr1_88992558_88993302",121,66,48,2,30,61,45,81,0,15,4,89
"chr1_89125958_89126478",15,7,4,1,3,10,5,4,0,2,0,12
"chr1_89489009_89489520",24,15,6,0,7,18,6,11,0,3,0,14
"chr1_89524122_89525326",50,34,18,3,21,39,17,31,1,7,1,43
"chr1_89592648_89593148",6,6,4,0,4,9,3,3,0,1,0,6
"chr1_89632428_89633557",43,46,14,2,22,37,18,32,1,7,1,54
"chr1_89692624_89693447",23,15,6,0,7,15,3,8,0,3,1,19
"chr1_89724507_89725092",16,17,8,0,5,13,3,9,0,0,1,11
"chr1_89757445_89758062",58,28,15,0,12,30,10,17,2,5,1,24
"chr1_89762672_89763385",23,13,5,1,13,20,8,12,0,5,1,20
"chr1_89815561_89816148",33,18,8,0,8,19,4,11,0,0,0,9
"chr1_89820480_89822090",74,59,29,1,36,62,22,46,0,10,2,70
"chr1_89843100_89844263",40,31,16,2,22,34,12,25,0,7,3,31
"chr1_89906476_89907027",14,11,4,0,8,13,4,6,0,2,1,10
"chr1_89940986_89941603",16,9,6,0,8,11,4,5,0,2,0,10
"chr1_89994684_89995572",85,66,33,2,28,45,31,59,0,11,3,86
"chr1_90325017_90325666",33,26,6,0,13,17,6,13,0,5,2,22
"chr1_91021590_91022509",109,70,42,0,26,52,33,54,0,15,3,78
"chr1_91148429_91149039",18,9,4,2,4,11,3,9,0,1,1,13
"chr1_91165221_91165724",8,7,4,0,12,13,3,7,0,2,0,12
"chr1_91500540_91501667",81,60,22,0,19,51,23,39,1,12,6,56
"chr1_91713076_91713845",24,14,9,0,9,17,4,12,0,3,0,8
"chr1_92080066_92080858",36,17,12,0,10,21,9,22,0,4,1,34
"chr1_92298624_92299239",42,24,11,0,17,36,12,22,0,7,2,42
"chr1_92399008_92399533",13,8,4,0,4,8,1,5,1,1,0,12
"chr1_92459754_92460357",49,46,21,1,17,40,10,23,0,6,1,30
"chr1_92476105_92476808",16,14,6,1,12,14,9,10,0,3,1,13
"chr1_92483539_92484099",23,11,11,0,11,13,5,17,0,2,0,19
"chr1_92485786_92486424",26,15,7,2,11,26,7,25,1,6,1,32
"chr1_92784630_92785597",71,54,26,2,26,54,18,47,0,9,6,84
"chr1_92831726_92832488",51,36,20,0,19,43,15,32,0,8,1,51
"chr1_93078937_93079613",34,25,14,0,17,33,6,19,0,3,1,30
"chr1_93179559_93180847",99,71,50,1,48,76,47,99,0,18,6,120
"chr1_93345364_93346173",33,22,12,0,12,35,12,23,1,6,3,34
"chr1_93816843_93817352",18,14,3,0,6,14,3,10,0,1,0,14
"chr1_93846126_93846688",19,20,11,1,12,22,6,18,0,3,1,30
"chr1_93847069_93848269",45,38,18,2,27,54,19,41,0,7,2,68
"chr1_93878691_93879526",28,20,12,0,10,27,8,18,0,5,0,25
"chr1_93909040_93910047",33,48,17,0,21,35,21,32,0,5,2,39
"chr1_94339422_94340062",25,19,10,3,11,14,5,8,0,1,0,18
"chr1_94382026_94382647",19,9,5,0,7,10,5,4,0,2,0,9
"chr1_94417887_94418769",73,76,44,0,22,55,35,75,0,11,3,74
"chr1_94481406_94481905",5,6,4,0,8,9,2,8,0,1,0,8
"chr1_94541352_94542236",26,20,9,2,12,24,5,17,2,5,1,25
"chr1_94602131_94602903",62,52,23,0,15,39,18,36,0,6,5,41
"chr1_94614300_94614833",12,11,3,0,10,16,4,7,0,0,1,8
"chr1_94614850_94615446",14,8,4,0,6,11,1,11,0,2,0,15
"chr1_94713482_94714135",35,21,14,1,12,29,9,20,0,4,1,25
"chr1_94720307_94720864",37,22,10,0,12,22,4,18,1,4,0,22
"chr1_94721202_94721808",36,19,10,0,7,14,5,9,1,3,1,18
"chr1_94755662_94756186",26,21,7,0,7,14,4,9,0,2,0,12
"chr1_94801848_94802391",13,9,5,0,10,11,3,7,0,2,0,11
"chr1_94831598_94832110",23,19,6,0,4,10,4,16,0,1,1,17
"chr1_95043299_95043817",24,8,6,0,6,19,8,14,0,1,0,20
"chr1_95072427_95073242",140,80,31,1,24,62,39,57,2,14,2,73
"chr1_95098003_95098633",21,17,4,0,4,7,3,4,1,0,0,8
"chr1_95233707_95234645",134,84,37,3,12,48,31,61,0,14,2,68
"chr1_95404907_95405408",12,5,3,0,3,6,3,3,0,1,0,6
"chr1_96049699_96050443",48,25,10,0,6,10,9,12,0,4,1,19
"chr1_96309672_96310196",27,16,4,1,2,8,6,13,0,2,1,15
"chr1_96362508_96363167",70,51,19,0,8,34,18,20,0,7,1,18
"chr1_96465338_96465919",44,33,12,0,7,12,4,10,0,4,1,12
"chr1_96544713_96545263",14,10,5,2,4,7,3,7,0,1,0,8
"chr1_96560084_96560598",65,38,16,2,4,26,12,20,0,4,2,15
"chr1_96683843_96684389",36,26,7,0,4,5,4,6,0,0,1,9
"chr1_96688589_96689222",15,9,5,1,9,7,3,7,0,3,0,9
"chr1_96721195_96722225",59,54,27,1,19,43,21,37,2,11,4,42
"chr1_96892799_96893298",10,5,4,1,3,8,3,1,0,1,0,4
"chr1_96966456_96966981",21,8,3,0,4,6,6,3,0,2,1,12
"chr1_97138189_97138718",34,21,5,0,5,12,12,23,1,3,1,18
"chr1_97247160_97247699",17,11,4,0,3,8,2,8,0,1,0,10
"chr1_97849864_97850487",27,19,5,0,2,8,6,9,0,2,1,12
"chr1_97920627_97921684",132,84,28,0,22,37,48,70,0,12,4,72
"chr1_98051178_98051397",13,6,3,0,4,2,5,4,0,1,0,8
"chr1_98053831_98054443",53,31,13,0,9,22,13,16,1,4,1,21
"chr1_98323722_98324505",174,99,35,1,14,54,27,44,1,6,2,40
"chr1_98766183_98766715",32,15,6,0,6,10,7,12,0,1,0,15
"chr1_98794179_98794698",31,15,5,1,5,8,9,10,1,3,0,17
"chr1_98840356_98840925",8,7,4,0,2,8,1,5,0,2,0,9
"chr1_98871127_98872039",157,107,36,1,21,58,32,59,0,9,7,65
"chr1_98881784_98882322",36,21,6,0,4,9,6,6,0,2,0,5
"chr1_99236645_99237197",30,18,6,0,1,5,3,3,0,0,0,7
"chr1_99264014_99264751",53,26,15,2,14,20,10,16,0,4,1,19
"chr1_99363130_99364036",34,16,7,0,5,9,1,9,0,3,2,10
"chr1_99685671_99686173",24,10,7,0,8,13,9,9,0,2,2,13
"chr1_99707506_99708005",14,6,3,0,2,4,5,10,0,2,0,6
"chr1_99766359_99766928",24,15,5,0,6,11,6,10,0,6,1,15
"chr1_99808624_99809159",10,8,6,0,9,12,4,7,0,2,0,12
"chr1_99849776_99850426",52,37,18,1,13,26,14,29,0,7,2,37
"chr1_99969491_99970266",49,36,15,1,18,36,17,32,1,9,1,33
"chr1_100037750_100039033",62,43,23,2,23,43,19,29,1,6,1,41
"chr1_100132497_100133425",95,72,34,1,29,62,35,68,0,13,3,83
"chr1_100249589_100250228",73,47,25,2,20,47,28,51,0,7,2,50
"chr1_100265844_100266561",64,31,16,0,15,47,18,29,0,11,2,42
"chr1_100351122_100351921",52,36,24,1,18,29,15,31,0,8,3,38
"chr1_100351996_100352718",47,40,20,0,16,35,16,26,0,9,1,37
"chr1_100359029_100359536",9,8,4,0,5,8,4,8,0,2,0,9
"chr1_100400326_100400965",20,16,5,0,6,11,4,10,0,2,0,12
"chr1_100463605_100464464",39,27,9,1,14,32,14,21,0,6,0,31
"chr1_100510932_100511558",43,33,18,0,11,19,9,26,0,3,0,26
"chr1_100522901_100523497",24,18,10,2,8,20,7,11,0,3,0,30
"chr1_100530772_100531309",36,27,12,1,8,18,13,23,0,5,1,23
"chr1_100631137_100631737",30,20,9,0,7,16,5,13,0,3,2,18
"chr1_100718467_100718966",9,5,4,0,3,4,2,3,0,2,0,5
"chr1_100894588_100895222",38,18,10,0,7,15,11,14,0,6,1,17
"chr1_100895436_100896341",73,39,25,1,19,29,18,39,1,6,2,39
